id,word,sentence,title,source
rose_26,rose,Charly Gaul revient en force sur le Tour d'Italie 1959 qu'il remporte pour la deuxième fois en réalisant le doublé maillot rose-maillot vert.,Tour d'Italie,wikipedia_api
rose_27,rose,"Jacques Anquetil, absent l'année précédente, revient en force en 1964, où il est intouchable en portant le maillot rose pendant 18 étapes consécutives : il remporte ainsi son deuxième Giro.",Tour d'Italie,wikipedia_api
rose_28,rose,"Felice Gimondi, qui aurait dû revêtir le maillot rose à l'issue de cette étape, menace d'abandonner, mais se ravise et remporte le premier de ses trois Giro à la suite d'un duel épique avec Jacques Anquetil sur le passo del Tonale et le col de l'Aprica.",Tour d'Italie,wikipedia_api
rose_29,rose,"Cette édition est également la première à comporter un prologue de 5,7 km dont les temps chronométrés ne sont pas comptabilisés au classement général, son seul but étant d'attribuer le maillot rose à un coureur pour la première étape.",Tour d'Italie,wikipedia_api
bouton_0,bouton,"Pour la tenue de la souris de la main gauche, l'index se situe sur le clic droit, le majeur sur le bouton molette centrale et l'annulaire sur le clic gauche.",Souris (informatique),wikipedia_api
bouton_1,bouton,"Souris symétriques et asymétriques Les interfaces graphiques modernes (Windows, Gnome, KDE, etc.) permettent aux gauchers d'inverser les boutons s'ils le désirent : le bouton droit devient le bouton principal, tandis que le bouton gauche devient le bouton accessoire.",Souris (informatique),wikipedia_api
bouton_2,bouton,Certaines opérations sont déclenchées par un clic sans déplacement de la souris ; d'autres exigent un déplacement de la souris pendant que le bouton est enfoncé.,Souris (informatique),wikipedia_api
bouton_3,bouton,"Dans tous les cas, le fait de relâcher le bouton envoie à l'ordinateur un signal qui termine l'action en cours.",Souris (informatique),wikipedia_api
bouton_4,bouton,"Les souris standard pour PC ont aujourd'hui une molette en plus de leurs deux boutons ; la molette (un bouton spécial) qui peut aussi bien être tournée (molettes mécaniques) que pressée (trackpoint, donnant respectivement un et deux degrés de liberté aux souris correspondantes) s'est répandue.",Souris (informatique),wikipedia_api
bouton_5,bouton,"Par exemple, un utilisateur du bureau Windows, GNOME ou KDE utilisera le bouton de gauche dans le navigateur web pour suivre les liens, alors que celui de droite fera apparaître un menu contextuel permettant à l'utilisateur de copier des images ou un lien, d'imprimer, etc.",Souris (informatique),wikipedia_api
bouton_6,bouton,"Apple a longtemps produit des ordinateurs avec des souris ne comptant « qu'un seul bouton », car leurs études montraient que les souris à un bouton sont plus faciles à utiliser[réf.",Souris (informatique),wikipedia_api
bouton_7,bouton,"Pour obtenir le menu contextuel, ouvert par le bouton droit sur les PC, il faut maintenir la touche « Contrôle » — souvent « Ctrl » — appuyée pendant le clic.",Souris (informatique),wikipedia_api
bouton_8,bouton,"Néanmoins, en août 2005, Apple a sorti une souris à quatre boutons (droite, gauche, un trackpoint à la place d'une molette et un double-bouton latéral).",Souris (informatique),wikipedia_api
bouton_9,bouton,"Dans le monde UNIX ou Linux (plus généralement utilisant X Window System), le troisième bouton est traditionnellement utilisé pour la fonction de collage : un simple balayage d'une zone de texte avec le bouton gauche enfoncé « copie » du texte, un clic sur le bouton central le « colle ».",Souris (informatique),wikipedia_api
bouton_10,bouton,"Du fait que le troisième bouton est quasiment standard sous Unix, on lui a attribué de nombreuses autres fonctions dans les bureaux graphiques évolués : un clic central sur de nombreux éléments du bureau ou des fenêtres donne un accès facile à de nombreuses fonctions.",Souris (informatique),wikipedia_api
bouton_11,bouton,"Pour les souris qui n'ont que deux boutons, il est possible de simuler un troisième bouton par appui simultané sur les deux boutons.",Souris (informatique),wikipedia_api
bouton_12,bouton,"Pour la plupart des souris actuelles, le troisième bouton se présente sous la forme d'une molette cliquable permettant de faire défiler les pages sans déplacer la souris.",Souris (informatique),wikipedia_api
bouton_13,bouton,Il est possible d'appliquer des actions à effectuer comme ouvrir des applications lorsque l'on clique sur un bouton.,Souris (informatique),wikipedia_api
bouton_14,bouton,"Après avoir déplacé le pointeur sur un élément (caractère, mot, bouton, image…) affiché à l'écran, l'utilisateur peut ensuite le sélectionner d'un clic.",Souris (informatique),wikipedia_api
bouton_15,bouton,Gadgets Certaines souris disposent d'un ventilateur au centre avec un bouton sur un côté pour l'activer ou l'éteindre.,Souris (informatique),wikipedia_api
bouton_16,bouton,"Certains ont introduit des souris « sensibles » : au passage d'un objet (lien hypertexte, bouton, changement de fenêtre…) la souris vibre légèrement, donnant une impression de relief.",Souris (informatique),wikipedia_api
bouton_17,bouton,"Un joystick, ou poignée de jeu en français, désigne un périphérique d'entrée constitué d'un mini-manche posé sur un socle, généralement doté de boutons-pressoirs, par lequel un utilisateur peut agir sur le système informatique soit en inclinant le manche soit en pressant un bouton.",Joystick,wikipedia_api
bouton_18,bouton,"Les premiers joysticks ne comportaient qu'un bouton et avaient des directions numériques, c'est-à-dire qu'il n'existait que deux valeurs possibles pour l'inclinaison du manche selon une direction, 0 ou 1 (par exemple, au centre ou à droite).",Joystick,wikipedia_api
bouton_19,bouton,On trouve également des boutons analogiques où la réaction est proportionnelle à la pression exercée sur le bouton.,Joystick,wikipedia_api
bouton_20,bouton,L'élément le plus commun à ce genre de jeux est de proposer un bouton ou une touche dédié au saut (ou un contrôle alternatif de type tactile par exemple).,Jeu de plateforme,wikipedia_api
bouton_21,bouton,"Pour compenser cette complication, il a limité les commandes du jeu à un seul bouton et a laissé le personnage s'exécuter automatiquement et indéfiniment, « comme les gens de la société moderne, qui doivent toujours regarder en avant et continuer à courir ».",Jeu de plateforme,wikipedia_api
bouton_22,bouton,"Bien que le concept soit ainsi connu depuis longtemps en Corée du Sud, la presse spécialisée attribue à Canabalt (2009) le titre de « jeu qui a inventé à lui seul le genre du endless runner à bouton unique compatible avec les smartphones » et a engendré une vague de clones.",Jeu de plateforme,wikipedia_api
bouton_23,bouton,"Fotonica (2011), un endless runner à un bouton vu de la première personne, est décrit comme un « hybride de la course à pied de Canabalt, de la perspective (et des mains) de Mirror's Edge et du style visuel de Rez ».",Jeu de plateforme,wikipedia_api
bouton_24,bouton,Au contact du placenta la ou les survivantes deviennent le bouton embryonnaire.,Embryon,wikipedia_api
bouton_25,bouton,Les cellules embryonnaires déficientes ou trop loin du placenta se suicident et libèrent leur contenu dans le blastocèle : la cavité au contact du trophoblaste et séparée du placenta par le bouton embryonnaire.,Embryon,wikipedia_api
bouton_26,bouton,Une couche de cellules extra-embryonnaires sépare le bouton embryonnaire de ce blastocèle.,Embryon,wikipedia_api
bouton_27,bouton,"A J8 une autre cavité, l'amnios, se développe entre le bouton embryonnaire et le placenta.",Embryon,wikipedia_api
bouton_28,bouton,Le bouton embryonnaire est séparé de l'amnios par une couche de cellules extra-embryonnaires.,Embryon,wikipedia_api
bouton_29,bouton,Bouton Le bouton est le système de réglage de la tension du crin.,Archet (musique),wikipedia_api
glace_0,glace,"Légèrement plus petite que la Lune, Europe est principalement constituée de roches silicatées et d'une croûte de glace d'eau, ainsi que probablement d'un noyau de fer et de nickel.",Europe (lune),wikipedia_api
glace_1,glace,"Sa surface présente notamment des stries et des fissures dans la glace appelées lineae, mais peu de cratères d'impact.",Europe (lune),wikipedia_api
glace_2,glace,"Sa couche de glace doit s'étirer pour s'adapter à ces changements : quand les contraintes deviennent trop grandes, des cassures apparaissent.",Europe (lune),wikipedia_api
glace_3,glace,"Toutefois, il existe un modèle concurrent ne supposant pas l'existence d'un océan liquide mais plutôt d'une couche de glace plus chaude que celle en surface réalisant les mouvements de convection nécessaires aux variations de champs observées.",Europe (lune),wikipedia_api
glace_4,glace,De tels panaches rendraient possible l'échantillonnage de l'océan subglaciaire de la lune sans avoir à forer la couche de glace supérieure.,Europe (lune),wikipedia_api
glace_5,glace,Épaisseur de la glace Les différents modèles estimant l'épaisseur de glace au-dessus de l'océan donnent des valeurs comprises entre quelques kilomètres et des dizaines de kilomètres.,Europe (lune),wikipedia_api
glace_6,glace,"Par ailleurs, le modèle dit de « glace épaisse » est favorisé par la plupart des géologues, dans lequel l'océan n'interagit jamais, ou alors très rarement, directement avec la surface.",Europe (lune),wikipedia_api
glace_7,glace,"Le meilleur indice allant dans le sens de ce modèle de la glace épaisse est l'étude des grands cratères : les plus grandes structures d'impact sont entourées d'anneaux concentriques, et paraissent remplies de glace fraîche relativement plate.",Europe (lune),wikipedia_api
glace_8,glace,"Dans le modèle dit de « glace mince », la glace ne ferait que quelques kilomètres d'épaisseur.",Europe (lune),wikipedia_api
glace_9,glace,"Aussi, si la coquille de glace d'Europe suivait un tel modèle et n'avait une profondeur que de quelques kilomètres, cela impliquerait la présence de contacts réguliers entre l'intérieur et la surface de la lune, notamment par ses lineae ouvertes.",Europe (lune),wikipedia_api
glace_10,glace,"Il est estimé que la croûte de glace aurait subi une migration séculaire de 70 à 80° — se renversant presque en angle droit —, ce qui serait hautement improbable si la glace était attachée rigidement au manteau.",Europe (lune),wikipedia_api
glace_11,glace,"Chaleur interne Le réchauffement par effet de marées se produit par la flexion et le frottement générés par l'accélération par effet de marée : l'énergie orbitale et rotationnelle est dissipée sous forme de chaleur dans le noyau de la lune, l'océan interne et la croûte de glace.",Europe (lune),wikipedia_api
glace_12,glace,L'énergie thermique fournie permettrait de maintenir liquide l'océan souterrain et servirait aussi de moteur à l'activité géologique de la glace de surface.,Europe (lune),wikipedia_api
glace_13,glace,"Elle ne peut entraîner que la fusion de la glace, avec un renouvellement de la surface rapide, ce qui explique le faible nombre de cratères observés.",Europe (lune),wikipedia_api
glace_14,glace,"Par ailleurs, la flexion des marées pétrit l'intérieur et la coque de glace d'Europe, qui devient alors une source de chaleur.",Europe (lune),wikipedia_api
glace_15,glace,Des expériences et une modélisation de la glace publiées en 2016 indiquent que la dissipation par flexion des marées pourrait générer un ordre de grandeur de la chaleur dans la glace d'Europe supérieur à ce que les scientifiques avaient supposé auparavant.,Europe (lune),wikipedia_api
glace_16,glace,Ces résultats indiquent que la majeure partie de la chaleur générée par la glace provient en fait de la structure cristalline de la glace en raison de la déformation et non du frottement entre les grains de glace.,Europe (lune),wikipedia_api
glace_17,glace,"Plus la déformation de la croûte de glace est importante, plus la chaleur générée l'est aussi.",Europe (lune),wikipedia_api
glace_18,glace,"Frottement des marées De façon connexe à la flexion, les marées sont également converties en chaleur par les pertes par frottement dans les océans ainsi qu'avec leur interaction avec le fond solide et avec la croûte de glace supérieure.",Europe (lune),wikipedia_api
glace_19,glace,"Cependant, l'équateur d'Europe pourrait être recouvert de pointes de glace appelées pénitents de neige, pouvant aller jusqu'à 15 mètres de haut.",Europe (lune),wikipedia_api
glace_20,glace,"La lumière du soleil, plus directe au-dessus de l'équateur, provoque la sublimation de la glace et forme alors des fissures verticales.",Europe (lune),wikipedia_api
glace_21,glace,Les observations spectrales terrestres révèlent que sa surface est constituée en majeure partie de glace d'eau mais de vastes dépôts de chlorure de sodium sont aussi présents en surface.,Europe (lune),wikipedia_api
glace_22,glace,"Elles pourraient avoir été engendrées par un cryovolcanisme ou le jaillissement de geysers d'eau liquide, qui auraient écarté la croûte de glace.",Europe (lune),wikipedia_api
glace_23,glace,Les effets de marée supplémentaires s'exerçant sur la couche de glace en raison de ce déplacement apportent une correction qui va dans le sens des phénomènes observés.,Europe (lune),wikipedia_api
glace_24,glace,"Par ailleurs, différents cratères de faible diamètre entourant Tyre auraient été formés par la chute des blocs de glace déplacés par cet impact.",Europe (lune),wikipedia_api
glace_25,glace,"De plus, les plus jeunes cratères visibles semblent avoir été comblés par de la glace fraîche, et aplanis.",Europe (lune),wikipedia_api
glace_26,glace,"Ce mécanisme, ainsi que le calcul du réchauffement par les marées, conduisent à penser que la couche de glace d'Europe serait épaisse de 10 à 15 km — confortant le modèle dit de la « glace épaisse ».",Europe (lune),wikipedia_api
glace_27,glace,"Ainsi, une hypothèse affirme que ces lenticulea auraient été formées par des diapirs de glace chaude s'élevant à travers la glace plus froide de la croûte externe, de façon similaire aux chambres magmatiques de la croûte terrestre.",Europe (lune),wikipedia_api
glace_28,glace,Les taches lisses et sombres — formellement appelées maculae — pourraient être formées par l'eau de fonte libérée lorsque la glace chaude perce la surface puis regèle.,Europe (lune),wikipedia_api
glace_29,glace,"Les lenticulea brutes et confuses appelées chaos ont l'apparence d'un puzzle de pièces et de morceaux, entouré de glace lisse ; comme des icebergs dans une mer gelée.",Europe (lune),wikipedia_api
coup_0,coup,"Étymologie Le mot « boxe » vient de l'anglais box, qui signifie « coup ».",Boxe,wikipedia_api
coup_1,coup,"Dans les règlements modernes, il est interdit de donner un coup de poing avec la main ouverte, avec l'intérieur, le dessus ou le côté de la main et avec le poignet.",Boxe,wikipedia_api
coup_2,coup,La gestuelle de frappe Techniques de poing (Exemple pour le kick-boxing) Coups de poing usuels Direct ou straight-punch en anglais : coup de poing direct.,Boxe,wikipedia_api
coup_3,coup,Crochet ou « hook-punch » en anglais : coup de poing circulaire (crocheté).,Boxe,wikipedia_api
coup_4,coup,Uppercut : coup de poing remontant (ou « undercut » ou « rising-punch »).,Boxe,wikipedia_api
coup_5,coup,"Overhand-punch ou overcut ou drop : coup de poing descendant (également nommé, plongeant).",Boxe,wikipedia_api
coup_6,coup,Coups de poing moins usuels Back-fist* (ou reverse en anglais) : coup de poing en revers.,Boxe,wikipedia_api
coup_7,coup,Spinning back-fist* (ou turning back-fist) : coup de poing en revers retourné.,Boxe,wikipedia_api
coup_8,coup,Jump-punch (ou superman-punch) : coup de poing en sautant.,Boxe,wikipedia_api
coup_9,coup,Il tient du cross (coup de poing direct) voire du Half-hook (semi-crochet) ou de l'Overhand-punch (coup de poing plongeant).,Boxe,wikipedia_api
coup_10,coup,"Coups de poing hybrides Half-hook : semi-crochet en français, coup de poing circulaire à mi-chemin entre un direct et un crochet.",Boxe,wikipedia_api
coup_11,coup,"Half-uppercut : semi-uppercut en français, coup de poing rectiligne à mi-chemin entre un direct et un uppercut.",Boxe,wikipedia_api
coup_12,coup,Bolo-punch: coup de poing circulaire (mi-crochet/mi-uppercut).,Boxe,wikipedia_api
coup_13,coup,Techniques de jambe (Exemple pour le kick-boxing) Coups de pied usuels Front-kick : coup de pied direct.,Boxe,wikipedia_api
coup_14,coup,Semi-circular-kick : coup de pied en diagonale.,Boxe,wikipedia_api
coup_15,coup,Roundhouse-kick : coup de pied circulaire.,Boxe,wikipedia_api
coup_16,coup,"Trois hauteurs de frappe : coup de pied bas circulaire - en ligne basse (low-kick), coup de pied médian (middle-kick) et coup de pied haut (high-kick).",Boxe,wikipedia_api
coup_17,coup,"Reverse-kick : coup de pied circulaire inversé ou crocheté (""hook-kick"").",Boxe,wikipedia_api
coup_18,coup,Sweeping (ou footsweep en anglais) : coup de pied de balayage.,Boxe,wikipedia_api
coup_19,coup,": usuellement, les coups de pied circulaires (roundhouse-kick) portent les noms suivants : Low-kick : coup en ligne basse (sous la ceinture) ; Middle-kick : coup en ligne moyenne (sur le tronc et les bras) ; High-kick : coup en ligne haute (niveau de la tête).",Boxe,wikipedia_api
coup_20,coup,": au niveau du coup de pied en ligne haute (« high-kick ») : on trouve le front kick, le hammer-kick, le hook-kick, etc., et pas seulement le roundhouse-kick comme on l'indique très souvent).",Boxe,wikipedia_api
coup_21,coup,"Coups de pied moins pratiqués Catégorie des coups de pied dit « en bâton » (stick-kick) : Crescent-kick : coup de pied en croissant (hanches de face), Hammer kick : coup de pied retombant porté avec le talon — habituellement surnommé, coup de pied en « marteau ».",Boxe,wikipedia_api
coup_22,coup,": la combinaison des deux actions, coup en croissant et coup retombant est courante et peut s'exécuter à partir d'une préparation intérieure ou extérieure du pied.",Boxe,wikipedia_api
coup_23,coup,Coups de pied retournés et volants Spinning hook-kick : coup de pied crocheté (hook kick) et retourné (appelé également « turning-kick »).,Boxe,wikipedia_api
coup_24,coup,Spinning side-kick : coup de pied de côté et retourné.,Boxe,wikipedia_api
coup_25,coup,Spinning back-kick : coup de pied arrière et retourné.,Boxe,wikipedia_api
coup_26,coup,Jumping front-kick : coup de pied de face et sauté.,Boxe,wikipedia_api
coup_27,coup,Jumping roundhouse-kick : coup de pied circulaire sauté.,Boxe,wikipedia_api
coup_28,coup,Jumping side-kick : coup de pied de côté sauté.,Boxe,wikipedia_api
coup_29,coup,Jumping back-kick : coup de pied de dos sauté.,Boxe,wikipedia_api
maison_0,maison,"La maison lance ensuite la collection le « Roman-succès à 0,95 centimes », s'imposant sur ce créneau du livre bon marché.",Éditions Albin Michel,wikipedia_api
maison_1,maison,La maison d'édition s'ouvre à la littérature jeunesse dans les années 1910 dans le but de diversifier ses publics.,Éditions Albin Michel,wikipedia_api
maison_2,maison,"À compter de 1920, la maison connaît une forte croissance avec le succès de L'Atlantide de Pierre Benoit, un best-seller de l'époque.",Éditions Albin Michel,wikipedia_api
maison_3,maison,"En mars 1981, création du département Albin Michel Jeunesse ; en novembre 1982, la maison relance L'Écho des savanes.",Éditions Albin Michel,wikipedia_api
maison_4,maison,"Début juillet 2021, Lise Boëll décide de quitter la maison d’édition après que celle-ci a annoncé qu'elle ne publierait pas le prochain livre d'Éric Zemmour.",Éditions Albin Michel,wikipedia_api
maison_5,maison,"Elle avait notamment publié le docteur Frédéric Saldmann (500 000 exemplaires avec son ouvrage Le meilleur médicament c'est vous !), l'oncologue David Khayat, le présentateur Stéphane Bern, l'essayiste Eric Naulleau, ces auteurs représentant 12 % à 13 % du chiffre d’affaires de la maison d'édition.",Éditions Albin Michel,wikipedia_api
